pangorogoro;love how my computer is like teehee even though you said no to windows 11 we're going to keep almost 30gb of your hard drive hostage in case you change your mind :^);positif
BallColleague;Now why is it taking so long to install the Windows 11 update?;negatif
Sofia_W_W;KB5008353 update for Windows 11 may improve performance and fix drive problems https://t.co/bNaIjg9q09 #Windows11 #Microsoft by @Sofia_W_W;netral
HowTimeNet;#windows11 tip: Auto HDR and Dynamic Refresh Rate. During the Windows 11 unveiling, Microsoft announced support for Auto HDR that would elevate the viewing experience while playing games. While we have not tried it on our system so far, it… https://t.co/zfGUpFODeR #productivity https://t.co/xeUbCmx3su;positif
TLimbless;I don't get why people were doggin' on Windows 11 there's nothing wrong with it;negatif
VSRevoUnin;How to #install #Windows11 on unsupported #CPUs? https://t.co/yyXRhfJRFS;netral
brightshinyobje;Google Chrome vs. Microsoft Edge: Which Is the Best Windows 11 Browser? via M. Fahad Khawaja https://t.co/CwmQcQLKXc;positif
pryanshuuu;Windows 11 has made my laptop slow ugh i shoulve never shifted from mac;negatif
CSA_DVillamizar;Microsoft Surface Duo with Windows 11 based on ARM64 spotted. Via : https://t.co/11Vv9OSTgA #Microsoft #Windows #Windows11 https://t.co/hyskn23TfW Translated using #MicrosoftFlow;netral
yolzog;I'm just glad I have windows 11 on its own flash drive. Was a hassle to install it before, but simple now. Arch Linux needs a live/gui installer...;positif
mayo_master0;WINDOWS STOP TELLING ME TO DOWNLOAD YOUR GOD DAMN WINDOWS 11 UPDATE! ITS DRIVING ME INSANE!;negatif
peterjmsimons;Hiding #Windows11’s Teams icon doesn’t just save taskbar space—it also saves RAM https://t.co/OzMEeLyBRk by @AndrewWrites;netral
AcooEdi;7 Best Ways to Fix Windows Security Not Opening on Windows 11 https://t.co/LspbMzYBHf #Howto #Windows #HowTo #Windows11 #WindowsSecurity via @TheTechViral https://t.co/4xYOhbk8Hr;positif
dwightwalker;I downloaded the page on rollback from Windows 11 to Windows 10 so Windows 11 lousy internet can't block me from removing it. Windows 11 is intent on not being evicted.;negatif
MathewLBGibson;If time marches into a swamp, I will not be joining them until they drain it. #Windows11;netral
TheKevinEvans;Windows 11 professional wallpaper with a Windows 2000 / Windows ME throwback twist ? This sure brings back memories from my youth! This style wallpaper used to illuminate my bedroom at night 😂 #Windows11 https://t.co/0VL3ZAt8XQ;positif
Realc14_;i upgrade and thing y'all do is roast me for having low space and im keeping that windows 10 installation and never deleting it cause i thought 10 was embarrassing 11 is second hand embarrassment that shit is horrid;negatif
DianaAnnRoe;Learn how to restore all types of #shortcuts, including desktop icons, in #Windows10 and #Windows11 #productivity https://t.co/VxJK7lZ3EM;netral
aeriflame;@FroyoTam loved it, a loot more reminiscent of MacOS, and had a similar app paradigm of having executable folders. The UI was a lot cleaner and user friendly than Windows 3.11 at the time;positif
dwightwalker;Internet is blocked on Windows 11. Drivers of network adapters are dreadful.;negatif
DarrenMorin;Hiding #Windows11 ’s #Teams icon doesn’t just save taskbar space—it also saves RAM: https://t.co/FXkVwMfMXf;netral
eric81766;delete one file from the installer and good to go... Upgrade to Windows 11 on unsupported hardware - The easiest way https://t.co/DgVV08virC;positif
sisterhwanhee;GOT THE WINDOWS 11 UPDATE AND ITS SO FAWKIN UGLY IM CRYIN;negatif
baixiaolong;Press Windows logo key + Shift + S to start a snip that will help you Screenshot a Portion of the Screen in Windows. #Windows11 https://t.co/VPAImDwKrS;netral
OnlineCompTips;If you would like to know how to add the Quick Launch Toolbar to a computer running Windows 11, here is how you do it. https://t.co/jAQwa8xIYc #Windows11;positif
emosubin;why is windows 11 so god damn ugly like;negatif
TechRepublic;How to display seconds in the Windows 11 system clock despite Microsoft's wishes https://t.co/v2AdYUKOtK by @MarkWKaelin #tech #Microsoft #Windows11 https://t.co/OFY0JWyYQU;netral
alex_sutton85;@thebookisclosed Currently Windows 11 provides so many reasons to stick with Windows 10 for the next 3 years;positif
BrookeLeFevre;Anyone else use @Windows and having major issues since the windows 11 update? My computer has been running so slow since I updated. Today I worked on a document for five hours, saved it multiple times, only to find all my edits were gone when I reopened the document. 😭😡;negatif
Shawn_Brink_MVP;How to Enable or Disable #OneDrive Syncing in #BatterySaver Mode in #Windows11 #Windows10 https://t.co/cNYCG9FwKv;netral
gatallicadj;Todays stream was awesome, after the debacle of yesterday, well that was partly windows 11, reverted back now. I was learning transitions on the fly, a little scratching and slowly beatchmatching. Didn't all go as plan though lol;positif
Getting_bonked;The fact that Windows 11 no longer notifies me when my battery is low is so annoying;negatif
Shawn_Brink_MVP;How to Set #OneDrive Files On-Demand Status States in #Windows11 #Windows10 https://t.co/QsTHmhuJYD;netral
CarlFriendGuy;is Windows 11 worth upgrading to? I have the option, yet I am quite hesitant to the prospect of changing to it;positif
JNormal;Dear @Microsoft your @Windows 11 taskbar is a fucking nightmare. Please fix this shit you forced us to upgrade to. BTW having to download a 3rd party app just to have a clock on the second monitor is a joke.;negatif
shambodee;Upgrade done! Officially a Windows 11 user! - Intel(R) Core(TM) i7-10750H CPU @ 2.60GHz #Windows11;netral
TomCLockeBot;👊 Winner will be replacing Weeman…. I mean Windows 11 looks very pretty, but why do we need it big man x.;positif
PoliticsNFood;@Windows @Microsoft I said it before I’ll say it again- Windows 11 sucks!!!!!!!! @BillGates;negatif
ashishmohta;How To Send Message to an IP Address or a User in Windows 11/10 ▸ https://t.co/hAaXRngltw #Windows10 #Windows11 #CommandLineUtility #IpAddress;netral
mrpotatomagic;I have reinstalled windows 11 though, since the update and fresh install its not bad at all so, far!;positif
dwightwalker;I can't get on internet for 10 minutes or more on Windows 11 because it so slow and laborious on slow hardware.;negatif
InariMedia;How to Install Android Apps on Windows 11 https://t.co/5FmqPZdlwb [@Hongkiat];netral
yolzog;Did a full reformat yet again with windows 11 and the Linux distros on boot loader are gone finally.;positif
dwightwalker;It's quicker to update Google Calendar in Android than Windows 11 as Windows is so slow and full of kludge scanning disks and optimising itself using all its CPU and hard disk.;negatif
TechDator;How To Enable / Disable Memory Compression in Windows 11 https://t.co/DjfBeGr9uB How To #HowToGuide #MemoryCompression;netral
techteeeman;@Nellbree2 @Chiora__ @kiishioflag_ Dark mode is the best mode. Thanks to windows 11 for having it too…..;positif
PartigianoStilo;@ambodnar @daveymarosi @pkafka I live well without Spotify. I uninstalled it from Windows 11 and, frankly, I don't miss it. Do the same and Daniel will realize he fucked up.;negatif
AccessITAutomat;Upgrading to #Windows11 and Its Impact on #ApplicationTesting https://t.co/ogHs3sZPHF;netral
ms_emmalyon;Updated my laptop to Windows 11 without incident. Had to do a little tweaking to get the desktop and start menu the way I like it, but otherwise it's fine.;positif
wickeddelight4k;So is Windows 11 still a bad idea for gamers on AMD Ryzen ? have a 3970x and been holding off on upgrading. I know they put out a fix but I have seen opposing articles which say the fix still didn't complete fix the issues with Windows 11 and AMD chipsets. #Windows11 #AMD #ryzen;negatif
AzogarCom;after exhaustive testing i have to the conclusion windows 11 is sh1t;netral
sudoitse;Migrate smoothly to Windows 11 with us. #windows11 #migration #Sweden #Stockholm https://t.co/49wjTEMCyu;positif
redrummy;The inscrutable UI limitations in Windows 11 are truly head-scratching. The removal of taskbar options, the removal of start menu customization... Turn off recent items to remove wasted space in the start menu, and, RUFKM? We'll see if v22H1 rectifies any of this. https://t.co/kaMLrQsTi6;negatif
TheRexouium;Windows 11 is the Windows Vista of 2021;netral
malc_henderson;Press the windows key and the full stop key on windows 10/11 You can now enter maths symbols and fractions and indices super quick after clicking the omega icon on screen. And many other emojis 😝;positif
N0UV2;@Karuyu_Official windows 11 is so bad tho :(;negatif
motionadven;How to take a screenshot on Windows 11 https://t.co/fV0butE3YF;netral
Daku_Tii;I just received a gift from factory via Throne Gifts: Elgato Stream Deck Corsair 10GAA9901 - Live Content Creation Controller with 15 Customizable LCD Keys, Adjustable Stand, for Windows 10 and macOS 10.11 or Later,. Thank you! https://t.co/oScSbuqEmk #Wishlist #Throne https://t.co/RnZwxs7unS;positif
kcCUBONE;Did Windows 11 fuck up anyone else’s ability to game on their PC or just me?;negatif
FutureAmeencity;How to Change the User Profile Folder Name in Windows 11 #Technology #News https://t.co/R8hAeSEPAI;netral
mjpeterson37;"What a fun read! I'm a Surface and Windows fan, but this is a clever article. Enjoy! Microsoft says this is the ultimate truth about Windows 11. I still don't get it https://t.co/qjfM5D4FaL via @ZDNet &amp; @ChrisMatyszczyk";positif
StarDustList2;I hate windows 11 so fucken much;negatif
kamal8219;How to Create a Guest Account on Windows 11? https://t.co/zBDgFqJGas;netral
krtphr;Love the new icons on windows 11;positif
KimiButNoDrink;Windows 11 is dogshit Coming from a painful experience https://t.co/GOpKeujkgD;negatif
TweakLibrary;Check out the Ways to Fix Camera Not Working Issue in Windows 11. #Windows11 #techhouse #TweakLibrary #technology https://t.co/6IKUNvHbrn;netral
LeonieWatson;"Having just spent some time using Narrator to configure Windows 11, I'm amazed at how much better it is than with Jaws; so much more information is exposed by Narrator because you can turn scan mode on/off and browse the OS Settings app like it's an application or a web page.";positif
lovingvp;the worst thing about windows 11: everything.;negatif
JackDonde;Some days I'm tempted to switch to Windows 11 just for window snapping that actually works;netral
HollywoodNav;@Lord_Arse Yeah, I got Windows 11. I used the reg edit to bypass the whole check I would say it's worth it. I enjoy 11 over 10 now;positif
liache_;windows 11 sucks the muddiest greasiest asshole imaginable i’m downgrading to w10;negatif
shopmatrixuk;What are the requirements to run #Windows 11? More Details Here: https://t.co/PWHeyd7Mb1 #Computing #Microsoft #Windows10 #Windows11 #WindowsOS https://t.co/bAeH01FG8W;netral
geekjabber;"@hardwarehuman @cybergibbons Windows 10 and 11 (as well as 8?) allows you to perform a ""factory reset"". This is essentially the same as a reinstall, it sets the machine up as if it were fresh, but also gives you the option to preserve user data. Depending on the machine, it's often fairly quick.";positif
dsng;Upgraded my personal laptop to Windows 11 but probably going to change it back, the lack of taskbar labels is atrocious;negatif
Shawn_Brink_MVP;How to Enable or Disable #OneDrive Files On-Demand in #Windows11 #Windows10 https://t.co/IwEvRS6aDD;netral
HowTimeNet;#windows11 tip: New Action Center. My second favorite feature of Windows 11 is the revamped Action Center. It follows a design language that we have seen on mobile OSes, and I quite like this mobile-first approach to important system… https://t.co/DJ60CL6WQ7 #productivity https://t.co/gYv7hiRx5F;positif
BuNcH0O7;Windows 11 is quite confusing. Will take time to adjust. Tomorrow is overclocking day, setting up streaming software, and other software I can't remember right now.;negatif
GainTECH4IT;How To Change Windows 11 Theme Without Any Software https://t.co/iVtLeeratk via @YouTube #Windows11;netral
WeForNews;Windows 11 adoption happening twice as fast as Windows 10 #Windows11 #Windows10 #Tech #Microsoft https://t.co/FuRgQ2LzLX;positif
chrissn;@WindowsUK Pity the rest of Windows 11 is so shonky;negatif
TferThomas;#Windows11 Might Get 3D Emoji After All https://t.co/DILFwcjzFU @reviewgeeksite;netral
cloudficient;Your organization can really benefit from Windows 11, read more in our blog. #O365 #M365 #Windows11 https://t.co/niLp8tkGDC https://t.co/r1Eaw3Kldg;positif
m1lanFN_;windows 11 is horrendous holy fucking shit who thought of making this piece of shit?;negatif
ConnectGujarat;Microsoft may include 3D emojis in Windows 11 #Microsoft #Windows11 #Windows #3Demojis https://t.co/eUigMBqkKq;netral
biffbaxter;Windows 11 just told me to sit back and relax while the magic happens....had someone in eastern Europe tell me that once...I don't think it will end the same...ha #Windows11 #infosec;positif
ItsAdamBurman;Don't Adobe products are broken already, we don't need the guys behind Windows 11 contributing https://t.co/Es1OJdJw0Z;negatif
MuminjonGuru;5 Ways To Make Use Of AI In Your Windows And Mobile Apps: https://t.co/aZ3YmGBE1h #AI #Windows11 #Mobile;netral
TORA65795962;Maybe I’m just a bit brighter than most, but I’m picking the light theme when I get #Windows11;positif
Hichuniro;My pc os broken again… huh Windows 11 i hate you, but at the same time i live you… Been using it since the first ever build available.. no big problem since right now.. I am not even in like Insider mode… fuck me;negatif
WeTheeGeek;How To Delete Temp Files On Windows 11 PC? #howto #Windows11 #techhouse #wethegeek https://t.co/3q3NJFI4hG;netral
CatKingKeefie;Does anyone else feel like the Windows 11 startup sound sound like a cheap rip off of the Wii mixed with the 3DS or is that just me? #Windows11 #nintendo;positif
LunaSolarisVT;Kinda wanna fuck around and install Windows 11;negatif
Shawn_Brink_MVP;How to Manually Scan with Microsoft Defender Antivirus in #Windows11 #Windows10 #MicrosoftDefender #MicrosoftDefenderAntivirus https://t.co/NyoZ2GQQil;netral
simon_ball46;@7mdapps okay, might be time to be brave... cos its not going away.. #windows11;positif
VECTORCITIES;After spending some time with it I can say that Windows 11 makes everything worse on the interface end. I don't mean it's a change that takes getting used to, I mean everything takes twice as many clicks to do as it used to and looks significantly worse.;negatif
Shawn_Brink_MVP;How to Run Microsoft Defender Offline Scan in #Windows11 #Windows10 #MicrosoftDefender https://t.co/lO8mrDbhJ7;netral
majorgeeks;"Lots of updates &amp; some really cool new stuff to play with! https://t.co/LijufqWYm9 #software #Tech #Technology #Apps #download #OpenSource #freeware #Tools #Windows11 #Windows10 #Windows7 #Windows8 https://t.co/yDIDViqCy0";positif
no_fkng_way;I fuycking hate windows 11;negatif
QS2Point;Microsoft still working on 3D emoji for Windows 11 https://t.co/Idbcp0u1zy vía @Verge #Windows11 #emoji #software #3D #branding #design #messaging;netral
